tp,fp,fn,tn,precision,recall,f1,iou,stem,mean_token_prob,mean_pixel_prob,mean_within_token_variance,boundary_inconsistency,interior_inconsistency
0,34014,4310,223820,0.0,0.0,0.0,0.0,02742,0.1908605992794037,0.16667930781841278,7.910360393016691e-16,0.21355895698070526,0.0
4184,68530,17,189413,0.05754050114145832,0.9959533444417996,0.10879542351946955,0.05752705173859839,07044,0.29806041717529297,0.2783726751804352,2.309542588554317e-15,0.24744227528572083,0.0
7072,50788,4721,199563,0.12222606291047355,0.5996777749512423,0.20306375891921383,0.11300554481392115,07696,0.2786377966403961,0.2749043405056,1.1786605209414355e-15,0.25709643959999084,0.0
59497,94144,38685,69818,0.3872468937327927,0.6059868407651097,0.47253030898686776,0.3093549494088163,00935,0.5430212020874023,0.5334402322769165,3.6637359812630166e-15,0.24907813966274261,0.0
68812,50689,47436,95207,0.5758278173404406,0.5919413667331911,0.5837734200357159,0.4122034060753458,05373,0.4916672110557556,0.4835561215877533,5.808543051266827e-15,0.2764878273010254,0.0
1778,108722,3165,148479,0.01609049773755656,0.359700586688246,0.0308030803080308,0.01564245810055866,08615,0.3927403688430786,0.406933456659317,3.378286122227996e-15,0.2553318440914154,0.0
1677,51618,15978,192871,0.031466366450886574,0.09498725573491928,0.04727272727272727,0.024208566108007448,03333,0.2949145436286926,0.3179100453853607,3.00772203212289e-15,0.25961506366729736,0.0
18798,107509,51499,84338,0.14882785593830905,0.2674082820034994,0.19122703505523794,0.10572196663779625,02608,0.6174212694168091,0.505440890789032,9.062923886837479e-15,0.35036635398864746,0.0
15340,65798,9086,171920,0.18906061278315955,0.6280193236714976,0.2906293812284491,0.17002128036885972,08855,0.3554467260837555,0.30282875895500183,2.5375340189010865e-15,0.2760984003543854,0.0
5614,21237,23959,211334,0.20907973632266955,0.18983532276062626,0.19899333616900608,0.11049006101161189,01546,0.1448347121477127,0.15103942155838013,7.599618977259313e-16,0.1712125688791275,0.0
9301,70642,26024,156177,0.11634539609471749,0.2632979476291578,0.1613804351598015,0.08777260845357517,05574,0.35607460141181946,0.36663711071014404,2.1259831543485075e-15,0.2628853917121887,0.0
1147,90246,1586,169165,0.012550195310362939,0.41968532747896087,0.02437158702165183,0.012336118908570752,01001,0.3478012979030609,0.3457370400428772,2.6019505767120624e-15,0.31786978244781494,0.0
14022,58236,17532,172354,0.19405463754878352,0.44438106103822017,0.27014218009478674,0.15616438356164383,09241,0.25121381878852844,0.2743099629878998,9.39945685304519e-16,0.20724961161613464,0.0
15491,78225,20148,148280,0.16529728114729608,0.43466427228597887,0.23951142205558348,0.1360482681093234,07958,0.36080271005630493,0.40748485922813416,2.301405197723357e-15,0.25429368019104004,0.0
16519,89366,15778,140481,0.1560088775558389,0.5114716537139672,0.23909047488095408,0.13577669464011244,11579,0.40890946984291077,0.415152907371521,3.1980941659647097e-15,0.31156548857688904,0.0
8504,74695,17020,161925,0.10221276698037236,0.33317661808493965,0.15643424114492796,0.08485416936908172,01198,0.361193984746933,0.34152305126190186,2.5754385362382183e-15,0.2669432461261749,0.0
3653,57733,7716,193042,0.05950868276154172,0.3213123405752485,0.10041921517421483,0.05286388237677636,00338,0.2513889670372009,0.2653217613697052,2.0005443879834735e-15,0.2784779369831085,0.0
48157,17151,85266,111570,0.7373828627426962,0.3609347713662562,0.48464507298810966,0.3198228113751378,01914,0.263171523809433,0.3517492413520813,2.223454126118307e-15,0.3362286686897278,0.0
68837,93595,9961,89751,0.4237896473601261,0.8735881621360948,0.5707167433569622,0.399302755912363,01608,0.5453525185585022,0.5361186265945435,3.809452753245068e-15,0.2963908612728119,0.0
4344,45007,19638,193155,0.08802253247147981,0.18113585188891668,0.11847326578757175,0.0629665598863587,00207,0.1934891790151596,0.22708791494369507,1.4744673741333836e-15,0.2536945939064026,0.0
5700,107663,5334,143447,0.0502809558674347,0.5165851005981512,0.09164208140067685,0.04802143272365772,00816,0.3931351602077484,0.40854522585868835,4.93748547762746e-15,0.36499929428100586,0.0
41536,68013,51626,100969,0.3791545335877096,0.4458470191709066,0.409805091978235,0.25770746083449664,11889,0.39811909198760986,0.36882686614990234,3.8180915445395445e-15,0.37339654564857483,0.0
5072,33478,30804,192790,0.13156939040207521,0.14137585015051846,0.13629645553973072,0.07313204717824495,01811,0.2258758842945099,0.23927374184131622,1.3200378290445514e-15,0.1982828676700592,0.0
3675,26028,19454,212987,0.12372487627512373,0.1588914349950279,0.13912023016353725,0.07476046137884737,10271,0.15484200417995453,0.1654648333787918,6.370361778329359e-16,0.1823773980140686,0.0
15504,90465,3254,152921,0.14630693882173088,0.8265273483313786,0.24860695759538834,0.14194812447927635,02729,0.37203070521354675,0.4072009325027466,2.386471605854952e-15,0.27837952971458435,0.0
75269,76737,21347,88791,0.4951712432403984,0.779053158897077,0.6054894578919001,0.43419496634035754,04539,0.4970133900642395,0.5432009696960449,4.548928292186715e-15,0.2887870967388153,0.0
10252,111859,29880,110153,0.0839564003242951,0.25545699192664206,0.12637833373396695,0.06745136225171228,09862,0.3740415573120117,0.4897756278514862,3.430602810009524e-15,0.26009368896484375,0.0
43299,56794,23257,138794,0.43258769344509607,0.6505649377967426,0.5196430821667096,0.3510255370895825,00864,0.35571208596229553,0.4333118200302124,1.9461383042143415e-15,0.3285752832889557,0.0
2445,85202,31602,142895,0.027895991876504614,0.07181249449290686,0.04018275346360544,0.020503316589656935,06645,0.4201549291610718,0.3988506495952606,2.9281765783613296e-15,0.28604042530059814,0.0
11317,47344,38339,165144,0.1929220436064847,0.22790800708877074,0.20896073561860093,0.1166701030927835,05365,0.27565333247184753,0.28062447905540466,2.5230515895135063e-15,0.3125058114528656,0.0
98815,108342,31652,23335,0.4770053630821068,0.7573945902028866,0.5853553064947989,0.4137825626337366,02395,0.8263550996780396,0.7928345203399658,8.654304125184827e-15,0.3201357424259186,0.0
26504,84949,17001,133690,0.23780427624200334,0.6092173313412251,0.34207978936227884,0.20633067090164572,09062,0.4093954563140869,0.4400929808616638,2.5602650341674313e-15,0.30969107151031494,0.0
47558,34004,36799,143783,0.5830901645374071,0.5637706414405443,0.5732676788071288,0.4018046484906346,01410,0.2782420814037323,0.30842408537864685,2.700339341780815e-15,0.2732994854450226,0.0
16387,101158,48264,96335,0.13941043855544685,0.2534686238418586,0.1798832027047795,0.09883058217587706,07148,0.3940541744232178,0.4900114834308624,4.37145753879641e-15,0.29275697469711304,0.0
10276,30362,13059,208447,0.2528667749397116,0.44036854510392115,0.3212605317868476,0.19137009516360318,02606,0.1647651344537735,0.1706281304359436,1.2657698617172315e-15,0.20361149311065674,0.0
29063,24784,21882,186415,0.5397329470536891,0.5704779664343901,0.5546797465455378,0.38377636044315916,06765,0.20659369230270386,0.21540392935276031,1.513710885771899e-15,0.17942103743553162,0.0
4829,66980,6537,183798,0.06724783801473352,0.4248636283653,0.11611662158100389,0.061636841702192836,04543,0.33535367250442505,0.3141184151172638,2.6033385785374685e-15,0.30944034457206726,0.0
766,12460,6551,242367,0.057916225616210494,0.1046877135438021,0.07457528111765566,0.0387318602416949,03447,0.10205359011888504,0.09861468523740768,5.487113483794116e-16,0.1406557857990265,0.0
1243,29948,4831,226122,0.03985123913949537,0.20464273954560422,0.06671139138601906,0.03450669035589362,04523,0.13296250998973846,0.1421930342912674,7.417286459154369e-16,0.1637955605983734,0.0
3204,39586,5009,214345,0.0748773077821921,0.39011323511506146,0.12563966825480855,0.06703069101864055,02684,0.200095534324646,0.19594748318195343,1.4888702537406686e-15,0.20190662145614624,0.0
6091,101629,20039,134385,0.056544745636836244,0.23310371220818982,0.0910123272319761,0.04767570190749771,06588,0.45690810680389404,0.3888442814350128,2.6287677074306358e-15,0.289823055267334,0.0
78719,74840,63314,45271,0.5126303245006805,0.5542303549175192,0.532619286042924,0.36297279974916197,02280,0.5609956383705139,0.5482720136642456,6.230440064332783e-15,0.5024830102920532,0.0
4107,50700,31268,176069,0.07493568339810608,0.11609893992932863,0.09108247765629505,0.04771420273017717,07223,0.30637097358703613,0.22959037125110626,2.530275788999933e-15,0.21925216913223267,0.0
1267,32334,17723,210820,0.03770721109490789,0.06671932596103212,0.0481831492080394,0.02468630660120022,02905,0.22361581027507782,0.20245479047298431,1.7261531119131933e-15,0.21544282138347626,0.0
7447,61030,20475,173192,0.10875184368474086,0.26670725592722583,0.15450367742403967,0.08371930929040382,00505,0.281645268201828,0.26047980785369873,2.3182059482014218e-15,0.28612077236175537,0.0
3655,44483,4635,209371,0.07592754165108646,0.4408926417370326,0.12954561565180406,0.06925890133212059,06753,0.21804110705852509,0.22786466777324677,9.614168572741135e-16,0.24703125655651093,0.0
27312,91197,13272,130363,0.23046350910057464,0.6729745712596097,0.3433463445908997,0.20725294238167868,03464,0.3889649510383606,0.47235938906669617,2.559958280409912e-15,0.24668586254119873,0.0
22312,59181,33729,146922,0.2737903869043967,0.3981370782105958,0.3244579522154522,0.1936435750117165,07305,0.2895146310329437,0.31510886549949646,1.6207851989589489e-15,0.2573443055152893,0.0
20618,123779,13557,104190,0.14278690000484776,0.603306510607169,0.23092086105324466,0.13053167377844183,10188,0.46493518352508545,0.48528891801834106,3.745664492857007e-15,0.31396445631980896,0.0
14343,67509,19673,160619,0.17523090455944876,0.42165451552210725,0.24757482652673735,0.14127554789460725,01779,0.37382352352142334,0.3325905203819275,1.776886397190083e-15,0.3041171431541443,0.0
2181,8295,51212,200456,0.2081901489117984,0.04084805124267226,0.0682960434639653,0.03535533653222669,02322,0.14090923964977264,0.11545810848474503,4.683560638084493e-16,0.11269315332174301,0.0
54345,107397,55375,45027,0.3359980710019661,0.4953062340503099,0.4003875312198392,0.2503028321135609,09794,0.5312216281890869,0.5512115359306335,3.769008914490866e-15,0.20227749645709991,0.0
55741,113967,33631,58805,0.3284524005939614,0.623696459741306,0.43029952138335653,0.27412842592911346,04577,0.5250707864761353,0.601544976234436,4.118559976425769e-15,0.28682899475097656,0.0
34202,113451,15435,99056,0.2316376910729887,0.6890424481737414,0.346718029296974,0.2097150004905327,03479,0.4592004120349884,0.5227662920951843,4.284281451646339e-15,0.28297242522239685,0.0
5169,53298,9345,194332,0.08840884601570116,0.3561389003720546,0.14165330702511614,0.07622544682357105,11832,0.21281886100769043,0.24044489860534668,1.2488154568844637e-15,0.2772183120250702,0.0
12692,72794,25687,150971,0.14846875511779706,0.33070168581776493,0.20493278973075527,0.11416441042339417,04427,0.36300307512283325,0.3407760262489319,2.349346501345949e-15,0.33396610617637634,0.0
42982,51722,36951,130489,0.453856225713803,0.5377253449764178,0.49224391165675085,0.3264744977403061,00210,0.3479861617088318,0.36206385493278503,2.3664081599716295e-15,0.2821735143661499,0.0
7896,29207,35066,189975,0.21281298008247312,0.1837903263349006,0.1972397427090489,0.10940985741800496,06953,0.21032603085041046,0.21472416818141937,9.891689194824923e-16,0.2040356546640396,0.0
18885,69111,63271,110877,0.21461202781944633,0.22986756901504454,0.2219779961446236,0.12484547191390058,04357,0.4482405185699463,0.3698645234107971,6.789300577686888e-15,0.3693479299545288,0.0
5072,105788,6005,145279,0.04575139815984124,0.4578857091270199,0.08319050001230144,0.04340050485603046,05491,0.3079031705856323,0.39413321018218994,1.7913343137372355e-15,0.3362809121608734,0.0
6668,54652,21232,179592,0.10874103065883887,0.23899641577060932,0.14947321228424118,0.08077333074910359,09127,0.27689188718795776,0.2746964991092682,1.6076871906143574e-15,0.2883106768131256,0.0
3237,33400,10154,215353,0.08835330403690259,0.2417295198267493,0.12940753178220196,0.06917997050714882,06538,0.23509864509105682,0.20853284001350403,1.0545387022135711e-15,0.23182806372642517,0.0
8853,125936,1559,125796,0.06568043386329744,0.8502689204763734,0.12194130894415325,0.06492944524305454,08858,0.566868245601654,0.4918311834335327,4.097255262433435e-15,0.30984383821487427,0.0
6794,24727,9119,221504,0.21553884711779447,0.42694652171180797,0.2864611881772568,0.1671751968503937,00897,0.13068613409996033,0.14318199455738068,5.954107113787375e-16,0.1434892863035202,0.0
30076,116569,26892,88607,0.205093934331208,0.527945513270608,0.2954231802488053,0.17331174331698715,02867,0.550067663192749,0.5446847677230835,6.987635402549308e-15,0.386089563369751,0.0
47938,41516,34486,138204,0.5358955440785208,0.5816024458895467,0.5578142636055806,0.38678392770695497,10509,0.23175404965877533,0.351709246635437,1.312467669511881e-15,0.24180054664611816,0.0
10231,37819,19499,194595,0.21292403746097815,0.3441305079044736,0.2630753407045513,0.15146042132377976,05698,0.2044461965560913,0.22257371246814728,1.1385618801335697e-15,0.25565066933631897,0.0
8116,82987,13494,157547,0.08908597960550146,0.3755668671911152,0.14401178213693186,0.07759304760174766,07346,0.3367736041545868,0.3136630952358246,1.801398295577424e-15,0.3401593863964081,0.0
4711,97375,7177,152881,0.04614736594635895,0.39628196500672946,0.08266797690701388,0.04311615093856109,01645,0.3568952679634094,0.386760413646698,2.2589332185917476e-15,0.29738497734069824,0.0
3509,56033,23412,179190,0.058933190017130765,0.13034434084915122,0.08116766709459539,0.042300552113219377,02814,0.2549158036708832,0.2431355118751526,1.568078091175598e-15,0.2608836889266968,0.0
8467,162795,8106,82776,0.04943887143674604,0.5108912085922886,0.09015359224851598,0.04720462958833237,02467,0.5952936410903931,0.6168451309204102,4.4641963082156354e-15,0.24750660359859467,0.0
131236,44537,41008,45363,0.7466220636844112,0.76191913796707,0.7541930422939109,0.6053851582933929,02990,0.644027829170227,0.643535315990448,6.015781742483984e-15,0.30899834632873535,0.0
30179,121891,13104,96970,0.19845465903860066,0.6972483423052931,0.3089688922105112,0.18271035392979523,08998,0.5048885345458984,0.5144347548484802,3.0322265461700458e-15,0.28422948718070984,0.0
10344,40852,3432,207516,0.2020470349246035,0.7508710801393729,0.3184140860678446,0.18935344511971883,04326,0.20385389029979706,0.2463897168636322,1.2451401203469938e-15,0.20485544204711914,0.0
75979,42038,90739,53388,0.6437970800816831,0.4557336340407155,0.5336821957258503,0.3639607963363927,03596,0.45843496918678284,0.4616422653198242,3.5024385862963643e-15,0.3383214771747589,0.0
16539,90705,17173,137727,0.15421841781358397,0.49059682012339817,0.23466897471551404,0.13293199482385848,00341,0.294549822807312,0.3777782917022705,2.021516634642673e-15,0.27890053391456604,0.0
24619,64117,27507,145901,0.27744094843130185,0.47229789356559104,0.34954778435632033,0.21178909697788253,04206,0.26298293471336365,0.3542688488960266,2.415727711033567e-15,0.3361243009567261,0.0
23492,89061,7876,141715,0.2087194477268487,0.7489160928334608,0.3264568756470564,0.1950692939408282,10906,0.43444547057151794,0.44914013147354126,3.681967419736268e-15,0.31780335307121277,0.0
91495,60344,71319,38986,0.6025790475437799,0.561960273686538,0.581561275436751,0.41000098584859157,01887,0.44500356912612915,0.5017265677452087,2.8652720256668728e-15,0.22536413371562958,0.0
14224,21739,41381,184800,0.39551761532686375,0.25580433414261305,0.31067621876638124,0.1839056681836988,04221,0.12082497775554657,0.15664388239383698,5.742158622172142e-16,0.1772511601448059,0.0
72144,65430,12781,111789,0.5244014130576998,0.8495025022078304,0.6484883078126192,0.4798244155498653,00504,0.4602096676826477,0.4583592712879181,4.323752185279861e-15,0.28016626834869385,0.0
11645,52183,15090,183226,0.1824434417497023,0.4355713484196746,0.2571690425449687,0.14755822499303073,02850,0.20285910367965698,0.2385525107383728,1.492604773053988e-15,0.25828394293785095,0.0
5507,55512,13767,187358,0.09025057768891656,0.28572169762374183,0.137172605332968,0.07363677693685984,03221,0.2708194851875305,0.34060239791870117,1.7161823581271044e-15,0.25908783078193665,0.0
7663,25779,26757,201945,0.22914299384008133,0.2226321905868681,0.22584067666735433,0.12729447333012175,05433,0.15215814113616943,0.14117863774299622,1.245156572343097e-15,0.1817120760679245,0.0
15165,72885,17346,156748,0.17223168654173765,0.4664575066900434,0.2515738920546445,0.14388591597404077,00602,0.3075941503047943,0.30531805753707886,2.759825582968992e-15,0.31666630506515503,0.0
71467,75027,15664,99986,0.48784933171324424,0.8202247191011236,0.6118095238095238,0.4407244785949506,02710,0.5229061245918274,0.5785140991210938,3.972799156831815e-15,0.26978257298469543,0.0
10213,33364,36445,182122,0.2343667531037015,0.21889065112092246,0.22636449271347037,0.1276274024643223,02131,0.21377544105052948,0.1890905797481537,1.7426883808897235e-15,0.2259465605020523,0.0
5489,117158,2697,136800,0.04475445791580716,0.6705350598582946,0.08390849403437972,0.043791485830993106,06294,0.36932894587516785,0.44683507084846497,3.281398183773224e-15,0.2933471202850342,0.0
3423,62986,13753,181982,0.05154421840413197,0.19928970656730322,0.08190464796315128,0.04270103041341284,00559,0.2859329879283905,0.3042090833187103,1.5218222748882682e-15,0.2889295816421509,0.0
3725,55741,9310,193368,0.0626408367806814,0.28576908323743766,0.10275720334891934,0.05416133534954054,01500,0.2692497968673706,0.2882503271102905,2.2439578967196543e-15,0.24999694526195526,0.0
17603,92073,20191,132277,0.16050001823553012,0.4657617611261047,0.23873330168847906,0.1355463666674367,01890,0.42873939871788025,0.4235871434211731,2.6923558868463536e-15,0.3371695578098297,0.0
38394,97252,25292,101206,0.2830455745101219,0.6028640517539177,0.38522665703449516,0.2385639190247176,00844,0.49659526348114014,0.48500874638557434,3.889937940725303e-15,0.31272566318511963,0.0
6965,99040,9863,146276,0.06570444790340078,0.41389351081530784,0.11340600652919004,0.0601115061967066,02720,0.3594026565551758,0.39954495429992676,3.424598929088751e-15,0.3101164400577545,0.0
105778,50598,68963,36805,0.6764337238450914,0.6053416198831413,0.6389161535046525,0.4694171892126973,04604,0.6043551564216614,0.5935001969337463,5.835862753692893e-15,0.3406665027141571,0.0
133663,46026,36676,45779,0.7438574425813489,0.7846881806280417,0.763727473230713,0.617766274582303,04232,0.688197135925293,0.6942323446273804,5.824081090085216e-15,0.2535521388053894,0.0
15027,47952,38933,160232,0.23860334397180014,0.27848406226834693,0.2570057893431618,0.1474507418164691,05229,0.2749769687652588,0.282559871673584,2.2330381599260128e-15,0.33466795086860657,0.0
18284,53773,23906,166181,0.2537435641228472,0.433372837165205,0.3200784265669996,0.1905317674520388,01496,0.2695492208003998,0.2788754403591156,1.5913451354984546e-15,0.28411340713500977,0.0
16743,71273,24632,149496,0.19022677694964552,0.40466465256797585,0.2587969796971969,0.14863113415240395,05456,0.3009395897388458,0.320759117603302,1.520976554898164e-15,0.3152574300765991,0.0
0,3655,8024,250465,0.0,0.0,0.0,0.0,00889,0.07286645472049713,0.0845951959490776,2.7640144083159464e-16,0.09315528720617294,0.0
2456,29277,23038,207373,0.07739577096398072,0.09633639287675531,0.08583361000926136,0.044841248105749396,03104,0.25385162234306335,0.24917477369308472,1.1378909879440189e-15,0.1779068112373352,0.0
